type,id,author,editor,advisor,note,abstract,observaoes,GUI é o foco do estudo,ContextoProcessosDeNegocio,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,1570439,Heiko  Paulheim,,,,,,,,Ontology-based Modularization of User Interfaces,23--28,,6,"modularity, ontologies, user interfaces",10.1145/1570433.1570439,,,,,,,2009,,Proceedings of the 1st ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '09,,978-1-60558-600-7,"Pittsburgh, PA, USA",ACM,"New York, NY, USA"
article,1317349,Morten  Middelfart,,,,,,,,Improving Business Intelligence Speed and Quality Through the OODA Concept,97--98,,2,"business intelligence, leadership, management, user interface",10.1145/1317331.1317349,,,,,,,2007,,Proceedings of the ACM Tenth International Workshop on Data Warehousing and OLAP,DOLAP '07,,978-1-59593-827-5,"Lisbon, Portugal",ACM,"New York, NY, USA"
article,2676698,Juan G. Ruiz and Edgar M. Cano and Francisco L. Orozco and Luis D. Huerta,,,,,,,,Evaluating the Communicability of a Video Game Prototype: A Simple and Low-Cost Method,30:30--30:33,30,4,"Communicability, graphical user interface, low-cost usability methods",10.1145/2676690.2676698,,,,,,,2014,,Proceedings of the 5th Mexican Conference on Human-Computer Interaction,MexIHC '14,,978-1-4503-3285-9,"Oaxaca, Mexico, Mexico",ACM,"New York, NY, USA"
article,1120244,Dorian  Gorgan,,,,,,,,Multiagents Based Modelling in Graphical User Interfaces,43--44,,2,"direct manipulation, multiagents, rule based behaviour, user interfaces, visual programming",10.1145/1120212.1120244,,,,,,,1997,,CHI '97 Extended Abstracts on Human Factors in Computing Systems,CHI EA '97,,0-89791-926-2,"Atlanta, Georgia",ACM,"New York, NY, USA"
article,1593193,"E. Vincent Cross,II and Juan  Gilbert",,,,,,,,Effective Supervision of a Robot Team Through User Interface Design,332--335,,4,"human computer interaction, human robot interaction, user interface design",10.1145/1593105.1593193,,,,,,,2008,,Proceedings of the 46th Annual Southeast Regional Conference on XX,ACM-SE 46,,978-1-60558-105-7,"Auburn, Alabama",ACM,"New York, NY, USA"
article,24932,"D R Olsen,Jr.",,,,,,,,Larger Issues in User Interface Management,134--137,,4,,10.1145/24919.24932,SIGGRAPH Comput. Graph.,April 1987,21,2,,April,1987,0097-8930,,,,,,ACM,"New York, NY, USA"
article,2685639,Ramon R. Fontes and Andr&#233; L. C. Oliveira and Paulo N. M. Sampaio and Talita R. Pinheiro and Rui A. R. B. Figueira,,,,,,,,Authoring of OpenFlow Networks with Visual Network Description (SDN Version) (WIP),22:1--22:6,22,6,"OpenFlow, graphical user interface, software defined networking, visual network description",,,,,,,,2014,,Proceedings of the 2014 Summer Simulation Multiconference,SummerSim '14,,,"Monterey, California",Society for Computer Simulation International,"San Diego, CA, USA"
article,275525,Maarten  van Dantzich,,,,,,,,Visualization is a State of Mind,29--31,,3,"audio input/output, design techniques, graphical user-interfaces, information retrieval, visualization",10.1145/275519.275525,,,,,,,1997,,Proceedings of the 1997 Workshop on New Paradigms in Information Visualization and Manipulation,NPIV '97,,1-58113-051-1,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
article,1111521,Mithilesh  Kumar and Akhilesh  Gupta and Sharad  Saha,,,,,,,,An Approach to Adaptive User Interfaces Using Interactive Media Systems,312--314,,3,"MPEG-4, adaptive user interfaces, context awareness, human computer interaction, interactive media, usability",10.1145/1111449.1111521,,,,,,,2006,,Proceedings of the 11th International Conference on Intelligent User Interfaces,IUI '06,,1-59593-287-9,"Sydney, Australia",ACM,"New York, NY, USA"
article,1520711,Tanja  Doering and Steffi  Beckhaus and Albrecht  Schmidt,,,,,,,,Towards a Sensible Integration of Paper-based Tangible User Interfaces into Creative Work Processes,4627--4632,,6,"TUI-GUI integration, creativity support tools, generative theories for HCI, reality-based interaction, tangible user interfaces",10.1145/1520340.1520711,,,,,,,2009,,CHI '09 Extended Abstracts on Human Factors in Computing Systems,CHI EA '09,,978-1-60558-247-4,"Boston, MA, USA",ACM,"New York, NY, USA"
article,2380310,Walter  Lasecki and Rachel  Wesley and Anand  Kulkarni and Jeffrey  Bigham,,,,,,,,Speaking with the Crowd,25--26,,2,"conversational interfaces, crowdsourcing",10.1145/2380296.2380310,,,,,,,2012,,Adjunct Proceedings of the 25th Annual ACM Symposium on User Interface Software and Technology,UIST Adjunct Proceedings '12,,978-1-4503-1582-1,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
article,2647366,Justin  Matejka and Tovi  Grossman and George  Fitzmaurice,,,,,,,,Video Lens: Rapid Playback and Exploration of Large Video Collections and Associated Metadata,541--550,,10,"interface, video, visualization",10.1145/2642918.2647366,,,,,,,2014,,Proceedings of the 27th Annual ACM Symposium on User Interface Software and Technology,UIST '14,,978-1-4503-3069-5,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA"
article,2046419,Kentaro  Takemura and Akihiro  Ito and Jun  Takamatsu and Tsukasa  Ogasawara,,,,,,,,Active Bone-conducted Sound Sensing for Wearable Interfaces,53--54,,2,"acoustic sensing, wearable interfaces",10.1145/2046396.2046419,,,,,,,2011,,Proceedings of the 24th Annual ACM Symposium Adjunct on User Interface Software and Technology,UIST '11 Adjunct,,978-1-4503-1014-7,"Santa Barbara, California, USA",ACM,"New York, NY, USA"
article,2380323,Foad  Hamidi and Melanie  Baljko and Alexander  Moakler and Assaf  Gadot,,,,,,,,Synchrum: A Tangible Interface for Rhythmic Collaboration,63--64,,2,"digital performance, tangible interfaces",10.1145/2380296.2380323,,,,,,,2012,,Adjunct Proceedings of the 25th Annual ACM Symposium on User Interface Software and Technology,UIST Adjunct Proceedings '12,,978-1-4503-1582-1,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
article,345077,Ben  Shneiderman,,,,,,,,Creating Creativity: User Interfaces for Supporting Innovation,114--138,,25,"creativity support tools, direct manipulation, graphical user interfaces, human-computer interaction, information visualization",10.1145/344949.345077,ACM Trans. Comput.-Hum. Interact.,March 2000,7,1,,March,2000,1073-0516,,,,,,ACM,"New York, NY, USA"
article,1133331,Paolo  Bottoni and Stefano  Levialdi and Anna  Labella and Emanuele  Panizzi and Rosa  Trinchese and Laura  Gigli,,,,,,,,MADCOW: A Visual Interface for Annotating Web Pages,314--317,,4,"annotation, multimedia, user interface, user interfaces",10.1145/1133265.1133331,,,,,,,2006,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '06,,1-59593-353-0,"Venezia, Italy",ACM,"New York, NY, USA"
article,120787,Eric A. Bier,,,,,,,,EmbeddedButtons: Documents As User Interfaces,45--53,,9,,10.1145/120782.120787,,,,,,,1991,,Proceedings of the 4th Annual ACM Symposium on User Interface Software and Technology,UIST '91,,0-89791-451-1,"Hilton Head, South Carolina, USA",ACM,"New York, NY, USA"
article,962381,Christophe  Ramstein,,,,,,,,COOPDRAW: A Multiagent Architecture for a Shared Graphical Editor,758--766,,9,"collaborative work, graphical shared editor, group interface, groupware, multi-user interface, multiagent architecture",,,,,,,,1993,,Proceedings of the 1993 Conference of the Centre for Advanced Studies on Collaborative Research: Distributed Computing - Volume 2,CASCON '93,,,"Toronto, Ontario, Canada",IBM Press,
article,1095058,Takeshi  Asano and Ehud  Sharlin and Yoshifumi  Kitamura and Kazuki  Takashima and Fumio  Kishino,,,,,,,,Predictive Interaction Using the Delphian Desktop,133--141,,9,"Windows icons menus pointer (WIMP), cursor, desktop, graphics user interfaces (GUI), mouse, prediction",10.1145/1095034.1095058,,,,,,,2005,,Proceedings of the 18th Annual ACM Symposium on User Interface Software and Technology,UIST '05,,1-59593-271-2,"Seattle, WA, USA",ACM,"New York, NY, USA"
article,633431,Jeff  Johnson,,,,,,,,User-interface Design Books: Educating the Masses or Preaching to the Converted?,237--238,,2,"books, design guidelines, education, user interface design",10.1145/633292.633431,,,,,,,2000,,CHI '00 Extended Abstracts on Human Factors in Computing Systems,CHI EA '00,,1-58113-248-4,"The Hague, The Netherlands",ACM,"New York, NY, USA"
article,191697,Karon  Weher and Alex  Poon,,,,,,,,Marquee: A Tool for Real-time Video Logging,58--64,,7,"gestural interfaces, multimedia, penbased computing, user interfaces, user studies, video annotation, video indexing",10.1145/191666.191697,,,,,,,1994,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '94,,0-89791-650-6,"Boston, Massachusetts, USA",ACM,"New York, NY, USA"
article,964484,A.  Barletta and M.  Mayer and B.  Moser,,,,,,,,Leafing Digital Content,217--219,,3,"multimedia interfaces, user-interface design, video previewing",10.1145/964442.964484,,,,,,,2004,,Proceedings of the 9th International Conference on Intelligent User Interfaces,IUI '04,,1-58113-815-6,"Funchal, Madeira, Portugal",ACM,"New York, NY, USA"
article,2350091,Jiho  Yeom and Geehyuk  Lee,,,,,,,,Designing a User Interface for a Painting Application Supporting Real Watercolor Painting Processes,219--226,,8,"digital painting, interface design",10.1145/2350046.2350091,,,,,,,2012,,Proceedings of the 10th Asia Pacific Conference on Computer Human Interaction,APCHI '12,,978-1-4503-1496-1,"Matsue-city, Shimane, Japan",ACM,"New York, NY, USA"
article,120783,Steven  Feiner and Ari  Shamash,,,,,,,,Hybrid User Interfaces: Breeding Virtually Bigger Interfaces for Physically Smaller Computers,9--17,,9,,10.1145/120782.120783,,,,,,,1991,,Proceedings of the 4th Annual ACM Symposium on User Interface Software and Technology,UIST '91,,0-89791-451-1,"Hilton Head, South Carolina, USA",ACM,"New York, NY, USA"
article,1056873,Mark  Ashdown and Kenji  Oka and Yoichi  Sato,,,,,,,,Combining Head Tracking and Mouse Input for a GUI on Multiple Monitors,1188--1191,,4,"attentive user interface, gaze-contingent display, head tracking, multiple monitors",10.1145/1056808.1056873,,,,,,,2005,,CHI '05 Extended Abstracts on Human Factors in Computing Systems,CHI EA '05,,1-59593-002-7,"Portland, OR, USA",ACM,"New York, NY, USA"
article,632921,Karen  Graham,,,,,,,,Visual Interaction Design SIG,338--338,,1,"design, graphical user interface design, information design, user interface design, visual interaction design",10.1145/632716.632921,,,,,,,1999,,CHI '99 Extended Abstracts on Human Factors in Computing Systems,CHI EA '99,,1-58113-158-5,"Pittsburgh, Pennsylvania",ACM,"New York, NY, USA"
article,1385607,Jan  Meskens and Jo  Vermeulen and Kris  Luyten and Karin  Coninx,,,,,,,,"Gummy for Multi-platform User Interface Designs: Shape Me, Multiply Me, Fix Me, Use Me",233--240,,8,"GUI builder, UIML, design tools, multi-platform design",10.1145/1385569.1385607,,,,,,,2008,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '08,,978-1-60558-141-5,"Napoli, Italy",ACM,"New York, NY, USA"
article,950515,Wolfgang  Strauss and Monika  Fleischmann and Jochen  Denzinger and Christoph  Groenegress and Yinlin  Li,,,,,,,,Information Jukebox &Ndash; A Semi-public Device for Presenting Multimedia Information Content,217--220,,4,"Disappearing computers, Gesture-based interaction, Information appliance, Interface design, Playful interface, Post-WIMP GUI",10.1007/s00779-003-0219-x,Personal Ubiquitous Comput.,July 2003,7,3-4,,July,2003,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,1107547,Robert M. Siegfried and Denis  Diakoniarakis and Kenneth G. Franqueiro and Amol  Jain,,,,,,,,Extending a Scripting Language for Visual Basic Forms,37--40,,4,"blind programmers, graphical user interfaces, visual basic, visual programming",10.1145/1107541.1107547,SIGPLAN Not.,November 2005,40,11,,November,2005,0362-1340,,,,,,ACM,"New York, NY, USA"
article,2445506,Stephen H. Edwards,,,,,,,,Re-imagining CS1/CS2 with Android Using the Sofia Framework (Abstract Only),759--759,,1,"Android, Sofia, app, cs1, cs2, framework, game, graphical user interface, greenfoot, gui, java, library, mobile",10.1145/2445196.2445506,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,2305500,Matthias  Peissner and Dagmar  H&#228;be and Doris  Janssen and Thomas  Sellner,,,,,,,,MyUI: Generating Accessible User Interfaces from Multimodal Design Patterns,81--90,,10,"accessibility, adaptive user interfaces, design patterns",10.1145/2305484.2305500,,,,,,,2012,,Proceedings of the 4th ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '12,,978-1-4503-1168-7,"Copenhagen, Denmark",ACM,"New York, NY, USA"
article,1240745,Morten  Fjeld and Jonas  Fredriksson and Martin  Ejdestig and Florin  Duca and Kristina  B&#246;tschi and Benedikt  Voegtli and Patrick  Juchli,,,,,,,,Tangible User Interface for Chemistry Education: Comparative Evaluation and Re-design,805--808,,4,"augmented reality, comparison, education, evaluation, octet rule, tangible user interface",10.1145/1240624.1240745,,,,,,,2007,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '07,,978-1-59593-593-9,"San Jose, California, USA",ACM,"New York, NY, USA"
article,1720036,Daniel  Sonntag and Manuel  M&#246;ller,,,,,,,,A Multimodal Dialogue Mashup for Medical Image Semantics,381--384,,4,"collaborative environments, design, touchscreen interface",10.1145/1719970.1720036,,,,,,,2010,,Proceedings of the 15th International Conference on Intelligent User Interfaces,IUI '10,,978-1-60558-515-4,"Hong Kong, China",ACM,"New York, NY, USA"
article,257361,Werner  Kuhn and Brad  Blumenthal,,,,,,,,Spatialization: Spatial Metaphors for User Interfaces,346--347,,2,"CSCW, hypertext, navigation, spatial cognition, spatial metaphors, spatialization, virtual reality",10.1145/257089.257361,,,,,,,1996,,Conference Companion on Human Factors in Computing Systems,CHI '96,,0-89791-832-0,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA"
article,2945096,Miyu  Iwafune and Taisuke  Ohshima and Yoichi  Ochiai,,,,,,,,Coded Skeleton: Programmable Bodies for Shape Changing User Interfaces,18:1--18:2,18,2,"digital fabrication, metamaterials, shape changing user interfaces",10.1145/2945078.2945096,,,,,,,2016,,ACM SIGGRAPH 2016 Posters,SIGGRAPH '16,,978-1-4503-4371-8,"Anaheim, California",ACM,"New York, NY, USA"
article,260109,David S. Kosbie,,,,,,,,Hierarchical Events in Graphical User Interfaces,131--132,,2,,10.1145/259963.260109,,,,,,,1994,,Conference Companion on Human Factors in Computing Systems,CHI '94,,0-89791-651-4,"Boston, Massachusetts, USA",ACM,"New York, NY, USA"
article,322578,Ken  Perlin and Jon  Meyer,,,,,,,,Nested User Interface Components,11--18,,8,"control hierarchies, nested interfaces, property editing, widgets, zooming user interfaces",10.1145/320719.322578,,,,,,,1999,,Proceedings of the 12th Annual ACM Symposium on User Interface Software and Technology,UIST '99,,1-58113-075-9,"Asheville, North Carolina, USA",ACM,"New York, NY, USA"
article,2500360,Stanislaw  Zabramski and Vita  Ivanova and Guo  Yang and Nur  Gadima and Rathakan  Leepraphantkul,,,,,,,,The Effects of GUI on Users' Creative Performance in Computerized Drawing,17:1--17:10,17,10,"GUI, TTCT, comparison, creativity, drawing, evaluation, figural, graphical user interface, mouse, test",10.1145/2500342.2500360,,,,,,,2013,,"Proceedings of the International Conference on Multimedia, Interaction, Design and Innovation",MIDI '13,,978-1-4503-2303-1,"Warsaw, Poland",ACM,"New York, NY, USA"
article,1622208,T. Scott Saponas and Desney S. Tan and Dan  Morris and Ravin  Balakrishnan and Jim  Turner and James A. Landay,,,,,,,,Enabling Always-available Input with Muscle-computer Interfaces,167--176,,10,"electromyography (EMG), input, interaction, muscle-computer interface",10.1145/1622176.1622208,,,,,,,2009,,Proceedings of the 22Nd Annual ACM Symposium on User Interface Software and Technology,UIST '09,,978-1-60558-745-5,"Victoria, BC, Canada",ACM,"New York, NY, USA"
article,2331852,Nie  Smith and Clare  Churcher and Theresa  McLennan and Alan  McKinnon,,,,,,,,Testing Inductive User Interfaces,123--124,,2,"inductive user interfaces, interface path visualisation, user interface design",10.1145/2331829.2331852,,,,,,,2003,,Proceedings of the 4th Annual Conference of the ACM Special Interest Group on Computer-Human Interaction,CHINZ '03,,0-473-09553-X,"Dunedin, New Zealand",ACM,"New York, NY, USA"
